processor_name,passmark,rank,value,price
Intel Xeon X5272 @ 3.40GHz,2394,1528,17.1,$140.00*
Intel Xeon X5355 @ 2.66GHz,3181,1255,10.27,$309.95*
Intel Xeon X5365 @ 3.00GHz,3524,1162,35.42,$99.50*
Intel Xeon X5450 @ 3.00GHz,4112,1028,68.59,$59.96*
Intel Xeon X5460 @ 3.16GHz,4326,985,94.08,$45.99*
Intel Xeon X5470 @ 3.33GHz,4590,931,24.29,$189.00*
Intel Xeon X5472 @ 3.00GHz,4014,1042,17.84,$225.00*
Intel Xeon X5482 @ 3.20GHz,4529,946,45.3,$99.99*
Intel Xeon X5492 @ 3.40GHz,4865,876,3.5,"$1,391.29*"
Intel Xeon X5550 @ 2.67GHz,5353,790,17.56,$304.85*
Intel Xeon X5560 @ 2.80GHz,5399,782,158.85,$33.99
Intel Xeon X5570 @ 2.93GHz,5679,742,283.97,$20.00*
Intel Xeon X5647 @ 2.93GHz,5920,715,29.64,$199.75*
Intel Xeon X5650 @ 2.67GHz,7365,577,344.83,$21.36
Intel Xeon X5660 @ 2.80GHz,7569,552,312.28,$24.24*
Intel Xeon X5667 @ 3.07GHz,6291,677,269.66,$23.33*
Intel Xeon X5670 @ 2.93GHz,7856,521,227.8,$34.49
Intel Xeon X5672 @ 3.20GHz,6397,667,1.49,"$4,280.00*"
Intel Xeon X5675 @ 3.07GHz,8147,495,125.35,$65.00
Intel Xeon X5677 @ 3.47GHz,6951,613,182.55,$38.08*
Intel Xeon X5679 @ 3.20GHz,8845,436,,
Intel Xeon X5680 @ 3.33GHz,8395,470,111.94,$75.00
Intel Xeon X5687 @ 3.60GHz,7076,601,119.96,$58.99
Intel Xeon X5690 @ 3.47GHz,8878,433,53.44,$166.16
Intel Xeon X5698 @ 4.40GHz,4272,996,,
Intel Xeon X6550 @ 2.00GHz,2977,1325,,
Mobile AMD Athlon 1400+,266,2763,,
Mobile AMD Athlon 2500+,370,2627,,
Mobile AMD Athlon 4,314,2688,3.62,$86.99*
Mobile AMD Athlon 4 2400+,358,2643,,
Mobile AMD Athlon 64 2700+,398,2594,,
Mobile AMD Athlon 64 2800+,440,2545,,
Mobile AMD Athlon 64 3000+,450,2534,,
Mobile AMD Athlon 64 3200+,448,2537,,
Mobile AMD Athlon 64 3400+,511,2476,,
Mobile AMD Athlon 64 3700+,435,2555,,
Mobile AMD Athlon 64 4000+,576,2437,,
Mobile AMD Athlon MP-M 1800+,265,2764,,
Mobile AMD Athlon MP-M 2000+,378,2616,,
Mobile AMD Athlon MP-M 2400+,295,2718,,
Mobile AMD Athlon MP-M 2800+,496,2487,,
Mobile AMD Athlon XP,572,2441,45.81,$12.49
Mobile AMD Athlon XP-M,512,2475,,
Mobile AMD Athlon XP-M (LV),508,2480,,
Mobile AMD Athlon XP-M (LV) 1500+,288,2725,,
Mobile AMD Athlon XP-M (LV) 1600+,296,2716,,
Mobile AMD Athlon XP-M (LV) 2000+,335,2666,,
Mobile AMD Athlon XP-M (LV) 2200+,373,2624,,
Mobile AMD Athlon XP-M (LV) 2800+,475,2509,,
Mobile AMD Athlon XP-M (LV) 3200+,505,2482,,
Mobile AMD Athlon XP-M 1400+,184,2845,,
Mobile AMD Athlon XP-M 1500+,261,2767,,
Mobile AMD Athlon XP-M 1600+,260,2769,,
Mobile AMD Athlon XP-M 1700+,323,2675,,
Mobile AMD Athlon XP-M 1800+,297,2713,,
Mobile AMD Athlon XP-M 1900+,342,2660,,
Mobile AMD Athlon XP-M 2000+,300,2706,,
Mobile AMD Athlon XP-M 2200+,364,2637,,
Mobile AMD Athlon XP-M 2400+,346,2655,,
Mobile AMD Athlon XP-M 2500+,346,2652,,
Mobile AMD Athlon XP-M 2600+,370,2626,,
Mobile AMD Athlon XP-M 2800+,365,2635,,
Mobile AMD Athlon XP-M 3000+,365,2634,,
Mobile AMD Athlon XP-M 3100+,440,2546,,
Mobile AMD Athlon XP-M 3200+,487,2493,,
Mobile AMD Sempron 2100+,252,2778,,
Mobile AMD Sempron 2600+,394,2601,,
Mobile AMD Sempron 2800+,361,2640,,
Mobile AMD Sempron 3000+,389,2610,,
Mobile AMD Sempron 3100+,416,2568,,
Mobile AMD Sempron 3200+,354,2647,,
Mobile AMD Sempron 3300+,446,2539,,
Mobile AMD Sempron 3400+,441,2544,,
Mobile AMD Sempron 3500+,408,2577,,
Mobile AMD Sempron 3600+,427,2563,,
Mobile AMD Sempron 3800+,485,2498,,
Mobile Intel Celeron 1.20GHz,170,2856,,
Mobile Intel Celeron 1.50GHz,188,2840,,
Mobile Intel Celeron 1.60GHz,188,2841,,
Mobile Intel Celeron 1.70GHz,181,2849,,
Mobile Intel Celeron 1.80GHz,186,2843,,
Mobile Intel Celeron 1200MHz,294,2719,,
Mobile Intel Celeron 1333MHz,280,2746,,
Mobile Intel Celeron 2.00GHz,204,2825,,
Mobile Intel Celeron 2.20GHz,226,2805,,
Mobile Intel Celeron 2.40GHz,239,2794,,
Mobile Intel Celeron 2.50GHz,281,2743,,
Mobile Intel Pentium 4 - M 1.60GHz,195,2835,,
Mobile Intel Pentium 4 - M 1.70GHz,173,2855,0.97,$178.99
Mobile Intel Pentium 4 - M 1.80GHz,175,2852,,
Mobile Intel Pentium 4 - M 1.90GHz,232,2800,,
Mobile Intel Pentium 4 - M 2.00GHz,202,2830,,
Mobile Intel Pentium 4 - M 2.20GHz,198,2832,,
Mobile Intel Pentium 4 - M 2.40GHz,213,2816,,
Mobile Intel Pentium 4 - M 2.50GHz,256,2773,,
Mobile Intel Pentium 4 - M 2.60GHz,313,2690,,
Mobile Intel Pentium 4 2.30GHz,278,2751,6.38,$43.56*
Mobile Intel Pentium 4 2.40GHz,264,2766,,
Mobile Intel Pentium 4 2.66GHz,279,2748,,
Mobile Intel Pentium 4 2.80GHz,315,2686,,
Mobile Intel Pentium 4 3.06GHz,337,2663,,
Mobile Intel Pentium 4 3.20GHz,356,2644,,
Mobile Intel Pentium 4 3.33GHz,439,2547,,
Mobile Intel Pentium 4 3.46GHz,478,2507,,
Mobile Intel Pentium III - M 1000MHz,250,2782,,
Mobile Intel Pentium III - M 1133MHz,289,2723,,
Mobile Intel Pentium III - M 1200MHz,224,2806,,
Mobile Intel Pentium III - M 1333MHz,289,2724,,
Mobile Intel Pentium III - M 866MHz,211,2819,,
Mobile Intel Pentium III - M 933MHz,200,2831,,
Pentium Dual-Core E6000 @ 3.46GHz,2501,1492,,
Quad-Core AMD Opteron 1385,3442,1184,63.75,$54.00*
Quad-Core AMD Opteron 1389,3446,1183,,
Six-Core AMD Opteron 2419 EE,2925,1346,,
VIA C3 Ezra,100,2884,,
VIA C7 1500MHz,284,2735,,
VIA C7-D 1500MHz,287,2731,,
VIA C7-D 1800MHz,203,2827,,
VIA C7-D 2000MHz,368,2630,,
VIA C7-M 1000MHz,164,2858,,
VIA C7-M 1200MHz,140,2871,,
VIA C7-M 1600MHz,178,2851,,
VIA C7-M 6300MHz,222,2808,,
VIA Eden 1000MHz,123,2879,,
VIA Eden 1200MHz,142,2870,,
VIA Eden 800MHz,155,2862,,
VIA Eden C1050@1.06GHz,352,2650,,
VIA Eden X2 U4200 @ 1.0+ GHz,480,2505,,
VIA Eden X4 C4250 @ 1.2+GHz,1147,2132,,
VIA Esther 1000MHz,146,2869,,
VIA Esther 1300MHz,250,2780,,
VIA Esther 1500MHz,219,2810,,
VIA Esther 2000MHz,394,2600,,
VIA Nano L1900@1400MHz,457,2527,,
VIA Nano L2007@1600MHz,369,2628,,
VIA Nano L2100@1800MHz,428,2561,,
VIA Nano L2207@1600MHz,296,2715,,
VIA Nano L3025@1600MHz,517,2472,,
VIA Nano L3050@1800MHz,581,2434,,
VIA Nano L3600@2000MHz,645,2400,,
VIA Nano U2250 (1.6GHz Capable),377,2617,,
VIA Nano U2250@1300+MHz,274,2755,,
VIA Nano U2500@1200MHz,306,2697,,
VIA Nano U3100 (1.6GHz Capable),501,2484,,
VIA Nano U3300@1200MHz,409,2575,,
VIA Nano U3500@1000MHz,275,2753,,
VIA Nano X2 U4025 @ 1.2 GHz,605,2419,,
VIA Nehemiah,155,2863,,
VIA QuadCore C4650@2.0GHz,1897,1740,,
VIA QuadCore L4700 @ 1.2+ GHz,1363,2002,,
VIA QuadCore U4650 @ 1.0+ GHz,1173,2112,,
VIA Samuel 2,79,2886,,
